"app","from","to","pre","keyword","post","vague_noun"
"Weight.Watchers",4902,4902,"history , including purchases considered , consuming histories or tendencies","Affiliates","; Service Providers ; Third-Party Partners ; Other Users ;","affiliates"
"Weight.Watchers",4904,4905,"including purchases considered , consuming histories or tendencies Affiliates ;","Service Providers","; Third-Party Partners ; Other Users ; Analytics Providers ;","service providers"
"Weight.Watchers",4989,4989,"aggregating Data Internet or network activity information , such as","Affiliates","; Service Providers ; Third-Party Partners ; Other Users ;","affiliates"
"Weight.Watchers",4991,4992,"Internet or network activity information , such as Affiliates ;","Service Providers","; Third-Party Partners ; Other Users ; Analytics Providers ;","service providers"
"Weight.Watchers",5073,5073,"; De-identifying and aggregating Data Geolocation Data , such as","Affiliates","; Service Providers ; Third-Party Partners ; Other Users ;","affiliates"
"Weight.Watchers",5075,5076,"and aggregating Data Geolocation Data , such as Affiliates ;","Service Providers","; Third-Party Partners ; Other Users ; Analytics Providers ;","service providers"
"Weight.Watchers",5169,5169,"electronic , visual , and similar information , such as","Affiliates","; Service Providers ; Third-Party Partners ; Other Users ;","affiliates"
"Weight.Watchers",5171,5172,"visual , and similar information , such as Affiliates ;","Service Providers","; Third-Party Partners ; Other Users ; Laws and Legal","service providers"
"Weight.Watchers",5256,5256,"about , for example , an individual’s preferences or characteristics","Affiliates","; Service Providers ; Third-Party Partners ; Other Users ;","affiliates"
"Weight.Watchers",5258,5259,"for example , an individual’s preferences or characteristics Affiliates ;","Service Providers","; Third-Party Partners ; Other Users ; Analytics Providers ;","service providers"
"Weight.Watchers",5331,5331,"and obligations ; De-identifying and aggregating Data Sensitive Personal Information","Affiliates","; Service Providers ; Third-Party Partners ; Analytics Providers ;","affiliates"
"Weight.Watchers",5333,5334,"; De-identifying and aggregating Data Sensitive Personal Information Affiliates ;","Service Providers","; Third-Party Partners ; Analytics Providers ; Laws and Legal","service providers"
